review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,city,state,stars_y,review_count,main_category,delivery,outdoor_seating,reservations,wifi,cleaned_text,sentiment
YKlPUDzVlSAPBKz7PvNDbQ,pN1CZ6vENWd80zJjHxWKsw,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,"Went for 3-6p Tuesday happy hour before our flight home. The $9/dozen oysters were very fresh and they were huge. The shrimp and grits was my favorite food item eaten in New Orleans all weekend and the gumbo was perfect. We had the pleasure of sitting at the bar- all the staff were very friendly and attentive and there seemed to be a mix of travelers and regular customers. The oyster shuckers were very lively and made the mood of our meal a lot of fun. Our server/bartender gave great wine recs and established very friendly repoire. We came in on the early side of happy hour and were some of the first guests there, but by 5:15 the restaurant was packed. Excellent meal, would be interested in staying for dinner one day. Will definitely return on the next trip to New Orleans!",2017-11-20 15:04:31,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',went p tuesday happy hour flight home dozen oysters fresh huge shrimp grits favorite food item eaten new orleans weekend gumbo perfect pleasure sitting bar staff friendly attentive seemed mix travelers regular customers oyster shuckers lively made mood meal lot fun serverbartender gave great wine recs established friendly repoire came early side happy hour first guests restaurant packed excellent meal would interested staying dinner one day definitely return next trip new orleans,Positive
bUlErNE548RVMtgThepS2Q,n7_LCreJVd9Ea0tdtGB-4w,GBTPC53ZrG1ZBY3DT8Mbcw,2,0,0,0,"Seafood restaurant, bill for $155 for 2, prices high, service really slow, food ok but nothing to write home about.  Our table wasn't cleared for 20 m so we moved to bar, and manager checked in with to us.  Offered us a glass of wine, which is nice, but didn't offer a discount.  Not sure I'd recommend.   Editing the review because the manager gave us a appetizer platter off of the bill.  Made us feel better.",2018-02-03 05:32:09,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',seafood restaurant bill prices high service really slow food ok nothing write home table wasnt cleared moved bar manager checked us offered us glass wine nice didnt offer discount sure id recommend editing review manager gave us appetizer platter bill made us feel better,Positive
5Rgucj7ONfuS_B6L6IUEGQ,DpooJWZ0_HIecncig5ASLw,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,The omelette of local crab was delicious! The portion was enough for 2 people and the service was excellent. The atmosphere is very classy.,2015-08-09 16:07:33,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',omelette local crab delicious portion enough people service excellent atmosphere classy,Positive
yFuvOzHrwUSTPGK44UOpAQ,99sgZf8q-q3dnJO-TbtRww,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,Went here for brunch and it was really excellent. My partner had the waffles and they were amazing -- especially the cream/marmalade topping for them. I had the fried chicken biscuit which was also wonderful. The chicken has an amazing honey glaze with a subtle kick that really makes it so good. The only drawback was that our waitress was not the best. But hard to dwell on that when the food is so amazing.,2017-01-16 21:39:25,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',went brunch really excellent partner waffles amazing especially creammarmalade topping fried chicken biscuit also wonderful chicken amazing honey glaze subtle kick really makes good drawback waitress best hard dwell food amazing,Positive
SVF3o-0DyFa1h9PLeX5ILA,EIP8Zf-c3xsrxS2HNx1Q9A,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,"Yum. Everything we ate was so good. I highly recommend the shrimp and grits. So good. The oysters were amazingly fresh and a great deal during happy hour. The onion tart was a really interesting, different type of appetizer. Salads were fresh and high quality too.

Good atmosphere for friends, family, happy hour after the big game, or for date night.

Great place with good service. Highly recommend.",2017-11-20 01:00:41,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',yum everything ate good highly recommend shrimp grits good oysters amazingly fresh great deal happy hour onion tart really interesting different type appetizer salads fresh high quality good atmosphere friends family happy hour big game date night great place good service highly recommend,Positive
_dCUacDIUX8vjnvDz36WPA,4oOTe6v2RGea2Q1xQHe5dw,GBTPC53ZrG1ZBY3DT8Mbcw,5,1,0,0,"This place will not disappoint!  the raw bar and cooked oysters were to die for.

Usually I do not get impressed with menus with as much as I eat out, but this place made me want to come back for more.  You scored with this place. 
I am definitely a John Besh fan, (big lover of Restaurant August) but I could go to this place for lunch and dinner on the same day.

so great! Thank you!",2013-07-15 20:49:51,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',place disappoint raw bar cooked oysters die usually get impressed menus much eat place made want come back scored place definitely john besh fan big lover restaurant august could go place lunch dinner day great thank,Positive
T87twJvrv3xUeiwu0vI2EQ,kk0HUATTKv6wegA75Uy9Zg,GBTPC53ZrG1ZBY3DT8Mbcw,4,0,0,0,"Excellent shrimp and grits but portion sizes are way too small for the price. I give 5 stars for Kevin's customer service because they were closing the kitchen and we had a few friends who were running behind that joined us right as they we closing the kitchen, they allowed us to still put the order in so they wouldn't be hungry for the night.",2017-12-04 03:50:35,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',excellent shrimp grits portion sizes way small price give stars kevins customer service closing kitchen friends running behind joined us right closing kitchen allowed us still put order wouldnt hungry night,Positive
ACBpKtPsUC1lb5rEnbGEKw,2vYyVIr4tVaPjUGDckxEfQ,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,"My wife and I were traveling from California and had any John Besh restaurant recommended to try while in the area. Well let me say, we were not disappointed by the experience with the half off happy hour drinks and $0.75 oysters. The meal was great and especially the side of brussel sprouts were the best I have had in my life. Shout out to the server Elliott, who made the entire evening perfect!",2017-01-17 21:42:29,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',wife traveling california john besh restaurant recommended try area well let say disappointed experience half happy hour drinks oysters meal great especially side brussel sprouts best life shout server elliott made entire evening perfect,Positive
HJg0JuaJ1y6zEVtta9PLIA,vBZP1-geqfoMoUX3LuvV-A,GBTPC53ZrG1ZBY3DT8Mbcw,4,0,0,0,The crawfish bisque was probably the best soup I've eaten.  It was a bit crowded and service was slow but really friendly.  All worth it for that bisque.  Highly recommend going there.,2015-06-10 23:32:11,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',crawfish bisque probably best soup ive eaten bit crowded service slow really friendly worth bisque highly recommend going,Positive
VjO77Qe2ENhcRxdh5UtgIw,2RFyJnbJ5AHT9hQp_tMeYw,GBTPC53ZrG1ZBY3DT8Mbcw,2,1,0,0,"The food was pretty good but as soon as I walked into a restaurant it smelled like rotten fish. The smell was so bad we asked the hostess to seat us in the back.

I got the Southern Breakfast - $15 - which had two eggs, cane syrup sausage, biscuit and grits. We all wanted the chaMpagne au peche - $9.75 - champagne & fresh peach, but the restaurant ran out of peach.

After our meal, we had to walk back through the nasty fish smell, which then turned my stomach.

For a John Besh Restaurant I was VERY disappointed.",2013-07-16 02:44:25,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',food pretty good soon walked restaurant smelled like rotten fish smell bad asked hostess seat us back got southern breakfast two eggs cane syrup sausage biscuit grits wanted champagne au peche champagne fresh peach restaurant ran peach meal walk back nasty fish smell turned stomach john besh restaurant disappointed,Negative
uSCuwb2HwzYIEjxLOSji_Q,dgMe18c7zU5jk4TwSmIzVA,GBTPC53ZrG1ZBY3DT8Mbcw,5,7,2,4,"Thanks George M. for recommending this place!! and also the reviews of my Yelper friends! When we checked the pics of this place on yelp... we knew we had to make a stop here. Thank goodness we did! It was SO delicious. 

We decided to make reservations so we wouldn't have to wait long. We arrived a little early so we sat at the bar. I wanted to stick to a rum drink since that was what I had earlier that afternoon. So the bartender made me a special hurricane with fresh fruit. The bar area is really nice. The place is really nice and décor is very warm and classy. 

We were starving so right off the bat we ordered a salad with fried oyster, bacon, romaine & avocado salad. OMG I am not a fan of oysters but fried oysters are amazing! especially in a fresh delicious salad. I had a cup of crab & corn bisque and I wish I had ordered a bowl instead. It was so warm and the flavor of crab and corn are great together. By this time we were so excited to order our entrées. 

Since I LOVE mussels I had to order Moules ET frites- this was mussels steamed with garlic & thyme (AMAZING) with house-made fries. I was afraid I would not be full but they loaded me up with mussels. My fiancé ordered Jumbo Louisiana shrimp ""en cocotte"" roasted jalapeño cheese grits, andouille & green onion sausages and of course I had to steal a little. It was made to perfection. 

I think by far this was one of the best places we visited in N.O. They made my top list. If you are ever in the area make sure you stop by. I heard happy hour is great here. 

Our waiter was very attentive and super cool even though we accidently dropped a drink. We were a little embarrassed but he made us feel comfortable. The manager actually brought us our entrées and chatted with us a bit.",2013-10-08 13:51:40,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',thanks george recommending place also reviews yelper friends checked pics place yelp knew make stop thank goodness delicious decided make reservations wouldnt wait long arrived little early sat bar wanted stick rum drink since earlier afternoon bartender made special hurricane fresh fruit bar area really nice place really nice dcor warm classy starving right bat ordered salad fried oyster bacon romaine avocado salad omg fan oysters fried oysters amazing especially fresh delicious salad cup crab corn bisque wish ordered bowl instead warm flavor crab corn great together time excited order entres since love mussels order moules et frites mussels steamed garlic thyme amazing housemade fries afraid would full loaded mussels fianc ordered jumbo louisiana shrimp en cocotte roasted jalapeo cheese grits andouille green onion sausages course steal little made perfection think far one best places visited made top list ever area make sure stop heard happy hour great waiter attentive super cool even though accidently dropped drink little embarrassed made us feel comfortable manager actually brought us entres chatted us bit,Positive
DKHNbtj0Tsyoxa0PFTWSpA,XTkJRSaNdR4AJugVIhxgRw,GBTPC53ZrG1ZBY3DT8Mbcw,3,0,0,0,The food was just not good enough to match the price.  Very expensive and the food did not particularly wow me.  It was overall OK.,2015-03-07 19:48:48,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',food good enough match price expensive food particularly wow overall ok,Positive
Mk-PwOEViGlP3CQtuhvQ7A,kT11Mqhn5xM9s38MWucUdg,GBTPC53ZrG1ZBY3DT8Mbcw,3,0,0,0,This place didn't have anything German on the menu.  The burger was good but not $16 good.  Kind of overpriced for what they had.   It was okay but it is not worth the prices.,2017-06-20 02:00:48,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',place didnt anything german menu burger good good kind overpriced okay worth prices,Positive
3wbs4BbkdjreH52F9gZ5zg,j129tPcJOOSKNb7E298y1Q,GBTPC53ZrG1ZBY3DT8Mbcw,4,0,0,0,"2nd best shrimp and grits I've had in my life! Chris bartender was great and made me feel so welcomed even though I was alone.  I spoke with some natives and they weren't familiar with this place but I followed my gut as long as the sun was up and took the walk to this restaurant and I'm happy I did.  I'll let them know tomorrow that they have to check this place out.  I'm not an oyster fan but seeing these guys ""shuck??"" the oysters gave me a new appreciation of them.",2017-07-20 00:47:10,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',nd best shrimp grits ive life chris bartender great made feel welcomed even though alone spoke natives werent familiar place followed gut long sun took walk restaurant im happy ill let know tomorrow check place im oyster fan seeing guys shuck oysters gave new appreciation,Positive
3TiGFrC0pdf9IkGmm-SIYw,PiCDHUEBFFy8o3rKgWFDpw,GBTPC53ZrG1ZBY3DT8Mbcw,4,0,0,0,I have always enjoyed the food at Luke.  They have a wonderful happy hour with cheap oysters and drinks.  They also make one heck of a burger.  My only problem has been the inconsistent service.,2014-10-14 01:28:32,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',always enjoyed food luke wonderful happy hour cheap oysters drinks also make one heck burger problem inconsistent service,Positive
dJ56pwLecxzkD8059b4Psg,fwxbXn46UuvN5L9Mmb6EhQ,GBTPC53ZrG1ZBY3DT8Mbcw,2,0,0,0,"We came for the oyster happy hour and enjoyed the drinks, but were largely disappointed by the oysters. They were all very dirty and 2 of the 12 raw oysters we received looked like they had been mashed up or chewed and returned to the shell. I'd say they were not worth it even at the happy hour price, but I certainly would not pay full price for this. There are much better oysters in the city (and better oyster happy hours!).",2017-05-16 20:46:28,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',came oyster happy hour enjoyed drinks largely disappointed oysters dirty raw oysters received looked like mashed chewed returned shell id say worth even happy hour price certainly would pay full price much better oysters city better oyster happy hours,Positive
n4LNy0jKko3DBLrtVRtH5A,tohQAw9VH63NSaAztlOViA,GBTPC53ZrG1ZBY3DT8Mbcw,4,0,0,0,"Delicious shrimp and grits, and Crocque Monsieur. We thoroughly enjoyed this nice little spot adjacent to the Hilton for a Saturday afternoon lunch in the CBD. The service was great and we loved the food. Highly recommend stopping in here!",2014-09-27 18:54:49,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',delicious shrimp grits crocque monsieur thoroughly enjoyed nice little spot adjacent hilton saturday afternoon lunch cbd service great loved food highly recommend stopping,Positive
aUqt4iycDat2AFMgp6eDqg,3iOsptylSGCumYe1gMxG6w,GBTPC53ZrG1ZBY3DT8Mbcw,4,0,0,0,"I'd say 4.5 stars for the food, my girlfriend had the burger which was excellent even 2 days later when I took the other half she didn't eat out of the refrigerator.  I had the Rosemary chicken which was tender and juicy and very well prepared. Most dishes of this nature you can't taste the Rosemary and herbs but this was rich in flavor of herbs and spices. The bread pudding was also top notch, comes with what looked like a rum sauce but tasted like a whiskey sauce. Topped with ice cream and roasted pecans. I taste bread pudding at every restaurant that serves it and this was definitely one of the top tasting ones I've had.",2015-04-17 19:03:21,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',id say stars food girlfriend burger excellent even days later took half didnt eat refrigerator rosemary chicken tender juicy well prepared dishes nature cant taste rosemary herbs rich flavor herbs spices bread pudding also top notch comes looked like rum sauce tasted like whiskey sauce topped ice cream roasted pecans taste bread pudding every restaurant serves definitely one top tasting ones ive,Positive
p66oYBeByV2LXTLOb2H4XQ,QoVBH83NxPj9DJdIMw2Y1g,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,"Came for happy hour before strolling to Bourbon street! Had the fried oysters for 1.25 each. Sooooo good! We also got the shrimp and grits, equally tasty! 

Half off all alcohol beverages during happy hour, which starts at 3pm! And 1.25 oysters either fried or cold. They are huge! 

Service was awesome! And the waiter sent us an extra drink, because ya know, why not! The place is a lil upscale and adjacent to the hotel. We got there just before the crowd started strolling in. Will be back next time I'm in NoLa!",2017-06-19 15:30:36,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',came happy hour strolling bourbon street fried oysters sooooo good also got shrimp grits equally tasty half alcohol beverages happy hour starts pm oysters either fried cold huge service awesome waiter sent us extra drink ya know place lil upscale adjacent hotel got crowd started strolling back next time im nola,Positive
bN4a4GZojyOKAdnWrTPXIA,opiMkIMU_zFcNN6rYhYpTA,GBTPC53ZrG1ZBY3DT8Mbcw,3,0,0,0,"It's actually more like 3.5 stars. Previously, this had been a solid 5 for us. We've been here several times. 3 years ago we were here for our 10th anniversary and they couldn't have been nicer or more attentive. We can back for our anniversary tonight and we were disappointed. No acknowledgement of the occasion, even though it was noted on the reservation. The back room we were seated in was extremely loud, our server, while polite and friendly, was less than attentive - my wine took a long time to arrive and he never checked to see if I'd like a second glass, we didn't get a refill on water until the end of the meal, food took longer than usual to be served but the check sure showed up quickly. The food itself was good but again, not as good as in the past. My husband is a huge fan of the gumbo and said that this time, it simply wasn't as good.  Nothing was bad but we feel the place has slipped. It won't be first on our list of places in NOLA anymore.",2017-10-28 03:07:25,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',actually like stars previously solid us weve several times years ago th anniversary couldnt nicer attentive back anniversary tonight disappointed acknowledgement occasion even though noted reservation back room seated extremely loud server polite friendly less attentive wine took long time arrive never checked see id like second glass didnt get refill water end meal food took longer usual served check sure showed quickly food good good past husband huge fan gumbo said time simply wasnt good nothing bad feel place slipped wont first list places nola anymore,Positive
J0Gi6jEE3kliQZIvvQ3Hww,J7duvaxtVGPguXs5rlhDLg,GBTPC53ZrG1ZBY3DT8Mbcw,3,1,0,1,"So I got the MEMO about the 50 cents oyster @ Happy Hour...and during our visit to NOLA...we were so eager to go to eat as many oysters possible at a steal deal price!

Arrived around 4ish on a HOT (week)day. We both were tourists..wearing shorts, t-shirts and sandals just like MOST others in the bar (happy) hour area. The hostess was friendly but the waiter was just a plain @$$ ...pardon my language here.

Yup, we got the head to toe look and he walked around and talked to us with his nose pointing to the ceiling, oh, come on!! We didn't care really... all we wanted were just some fresh oysters and great beer to wash away the heat.

We ordered a dozen of the oysters and the duck liver and rabbit pate $8 with two glasses of beer (we later got a second round of beer).

The oysters came out slowly.. we almost finished our beer when they arrived. They looked grossed and not cleaned well. I understand it was 50 cents each..but they shouldn't cut corners on cleanliness especially while serving raw food plus they are a fancy restaurant..how do you expect us to come back for the pricier dinner if you can't even clean the oysters well?

We were thinking to order a couple more dozens but the fact that we tasted the debris from the oyster shucking process in each oyster PLUS the unappetizing look of the small shells sticking on the oyster' shells.. we just got turned off!

The pate was excellent and we loved the pickled cucumber etc and the warm toasted bruchetta that came with it and $8 was certainly worth the priced. We licked it clean!!

We were planning to go to Luke for a couple times during our NOLA visit and even considered going there for dinner (we watch food network and top chef masters) BUT our not-so-great first (and only) happy hour experience @ Luke left none to desire to come back.

Our total tab including tax and tip was about $40... they get you on the alcohol..

The pate is a 4 to 5 stars..the oyster price is also a 5 stars, BUT the snotty service and lack of cleanliness didn't make the cut..so I'm giving Luke a fair 3 stars.",2011-04-28 17:49:26,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',got memo cents oyster happy hourand visit nolawe eager go eat many oysters possible steal deal price arrived around ish hot weekday touristswearing shorts tshirts sandals like others bar happy hour area hostess friendly waiter plain pardon language yup got head toe look walked around talked us nose pointing ceiling oh come didnt care really wanted fresh oysters great beer wash away heat ordered dozen oysters duck liver rabbit pate two glasses beer later got second round beer oysters came slowly almost finished beer arrived looked grossed cleaned well understand cents eachbut shouldnt cut corners cleanliness especially serving raw food plus fancy restauranthow expect us come back pricier dinner cant even clean oysters well thinking order couple dozens fact tasted debris oyster shucking process oyster plus unappetizing look small shells sticking oyster shells got turned pate excellent loved pickled cucumber etc warm toasted bruchetta came certainly worth priced licked clean planning go luke couple times nola visit even considered going dinner watch food network top chef masters notsogreat first happy hour experience luke left none desire come back total tab including tax tip get alcohol pate starsthe oyster price also stars snotty service lack cleanliness didnt make cutso im giving luke fair stars,Positive
jisOsSnXqsx5F-JFQWQHvQ,lL1iA_5ojiyahU4V8mtPUA,GBTPC53ZrG1ZBY3DT8Mbcw,3,1,0,0,"Didn't live up to expectations.

We were excited based on all the positive reviews, but Luke sadly didn't pay off.  I started off with a mint julep which tasted like bourbon water. Zero mint or sweetness to it.  For dinner I had the shrimp and grits which was very tasty, but the portion was so small.  It was sized more for an appetizer rather than entree.  When I pay over $20 for a dish it needs to be somewhat filling.  Creme brulee for desert was good.

I would not go back.",2013-01-05 14:59:43,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',didnt live expectations excited based positive reviews luke sadly didnt pay started mint julep tasted like bourbon water zero mint sweetness dinner shrimp grits tasty portion small sized appetizer rather entree pay dish needs somewhat filling creme brulee desert good would go back,Positive
JOEnBYavW5kYwKo9yLn6Ug,04bsEbVV-nRiWT__XrlHOw,GBTPC53ZrG1ZBY3DT8Mbcw,5,1,0,0,"Worth the hype! Had a fantastic dinner. The secret ingredients, as always: great, uncomplicated food and great service. I had both at Luke.

First, the waiter, Ryan, was excellent. The kind of waiter whose recommendations actually mean something. Easygoing but very attentive.

Second, the food. Oysters, duck and rabbit pate, Luke burger, and bread pudding to finish. I was Thanksgiving full, but I couldn't stop eating. Everything was on the money and a great treat on a rainy NOLA night!!! Highly recommended for dinner (breakfast was okay, but not memorable).",2009-10-23 02:28:00,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',worth hype fantastic dinner secret ingredients always great uncomplicated food great service luke first waiter ryan excellent kind waiter whose recommendations actually mean something easygoing attentive second food oysters duck rabbit pate luke burger bread pudding finish thanksgiving full couldnt stop eating everything money great treat rainy nola night highly recommended dinner breakfast okay memorable,Positive
lLzj1zrx6RFN9jVB4pRD_A,UddHF1iykJ3OoUTYsuj9bg,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,"This was one of two Besh restaurants that I visited during my time in New Orleans, and neither disappointed (see review for Restaurant August). Came here for breakfast and ordered the eggs in purgatory, which were fantastic. Perfectly baked eggs in tomato sauce with duck sausage. My friend ordered a stuffed omelet which was fluffy and delicious. Atmosphere of the place was lovely and bright, and our server was very attentive. Great experience.",2017-05-01 19:13:53,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',one two besh restaurants visited time new orleans neither disappointed see review restaurant august came breakfast ordered eggs purgatory fantastic perfectly baked eggs tomato sauce duck sausage friend ordered stuffed omelet fluffy delicious atmosphere place lovely bright server attentive great experience,Positive
qD9Z0eAL477faQuue1PbRg,EvPIHxrIba_KEFkpJG1dzw,GBTPC53ZrG1ZBY3DT8Mbcw,4,0,0,0,We went with Jackson's recommendations and were pleased with all of them! From his fav Eggs In A Jar to Beignets to a nice bottle of Champagne. Amazing combination of flavors. Gave them one less star for a lag in their attentiveness to service. The host eagerly sat us without menus. Then a server handed us off to Jackson who did well but was slightly distracted by his other duties at times. Tighten that up and you've got 5 stars! Thanks for an amazing last day in NOLA! We'll be back for sure,2013-10-30 17:11:44,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',went jacksons recommendations pleased fav eggs jar beignets nice bottle champagne amazing combination flavors gave one less star lag attentiveness service host eagerly sat us without menus server handed us jackson well slightly distracted duties times tighten youve got stars thanks amazing last day nola well back sure,Positive
u31--jfy1SVaYz6SjZIHhg,uSU0F4npYq8Jkm8XXueBxg,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,"Everyone was really nice and this restaurant was so cute. Loving the tin ceiling, carved woodwork and floor tiles",2018-08-07 03:13:06,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',everyone really nice restaurant cute loving tin ceiling carved woodwork floor tiles,Positive
EYUOGVn6pLz4Qptin6_vmw,Vw1hyYSmIsxMBzzjrWoEbg,GBTPC53ZrG1ZBY3DT8Mbcw,3,1,0,1,"Many who are familiar with celebrity chefs will recognize the name: John Besh. A Southern boy, Besh is a well-known chef throughout the city, owning several restaurants. We decided on Lüke for our first dinner. According to the website, it is Besh' ""homage to the grand old Franco-German brasseries that once reigned in New Orleans.""

We made reservations for 5:30 and we're greeted and seated promptly upon arrival. Our waiter was Lee, who had been on vacation for a little while. It showed. More on that later. I decided to order the nightly 3-course pri-fixe special. My wife decided to choose her own. First off for me was seafood gumbo á la Creole. The gumbo itself had good flavor, but some of the rice was burnt and one of the oysters had a lot of grit.

My wife ordered the Shrimp Bisque. It was very flavorful and enjoyable. With a velvety consistency.

For my entree I had the navarin d'agneau braised lamb with gnocchi and Covey Rise vegetables. I had never had braised lamb before. It was okay, but needed more seasonings. Unfortunately, the stars of the dish were the supporting cast: the gnocchi and vegetables.

My wife had the shrimp farci (with blood orange hollandaise, crabmeat and shrimp). It was very enjoyable with the hollandaise really elevating the dish.

Again, my meal came with 3 courses. We were both quite satiated at this point, but dessert came with the meal. The original bread pudding that came out had a hair on it. Immediately it was sent back to the kitchen. The manager apologized, and brought out two new desserts! TWO! We could only pick at each of them. The first was a ""gateau basque"" vanilla cake with blackberries and crème fraiche. We were split on this one; I enjoyed it, while my wife thought it was kind of boring for a dessert. The second dessert we were brought was a chocolate pot de creme. It was very enjoyable with some chocolate pieces on top adding to the texture play.

As I mentioned earlier, we would come back to our waiter. Lee, though nice, would come by every 2 minutes to make sure everything was okay. The service was thus suffocating at best. We kept getting interrupted in the middle of our conversations due to him ""checking up"" on us. 

The food at Lüke was decent, nothing that made me say WOW! But it seems like a good restaurant. Perhaps the service problems we had was related to Lee only, but it put a bad taste in our mouth for the restaurant. Maybe next time we're in NOLA, we'll give John Besh another chance. (We hear that Restaurant August is AMAZING!)",2011-07-06 21:36:06,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',many familiar celebrity chefs recognize name john besh southern boy besh wellknown chef throughout city owning several restaurants decided lke first dinner according website besh homage grand old francogerman brasseries reigned new orleans made reservations greeted seated promptly upon arrival waiter lee vacation little showed later decided order nightly course prifixe special wife decided choose first seafood gumbo la creole gumbo good flavor rice burnt one oysters lot grit wife ordered shrimp bisque flavorful enjoyable velvety consistency entree navarin dagneau braised lamb gnocchi covey rise vegetables never braised lamb okay needed seasonings unfortunately stars dish supporting cast gnocchi vegetables wife shrimp farci blood orange hollandaise crabmeat shrimp enjoyable hollandaise really elevating dish meal came courses quite satiated point dessert came meal original bread pudding came hair immediately sent back kitchen manager apologized brought two new desserts two could pick first gateau basque vanilla cake blackberries crme fraiche split one enjoyed wife thought kind boring dessert second dessert brought chocolate pot de creme enjoyable chocolate pieces top adding texture play mentioned earlier would come back waiter lee though nice would come every minutes make sure everything okay service thus suffocating best kept getting interrupted middle conversations due checking us food lke decent nothing made say wow seems like good restaurant perhaps service problems related lee put bad taste mouth restaurant maybe next time nola well give john besh another chance hear restaurant august amazing,Positive
jPfqAyTeAbmp5bbEqVvj5w,hfTAmJlevsCfJuy2ZjUG5A,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,"Excellent Brunch! A friend and I were in town for a leisure trip, and found this gem on Yelp. The Shrimp n' Grits are a must try. Simply delicious! Staff was very polite and insightful.  I highly recommend this place.",2015-07-05 22:58:20,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',excellent brunch friend town leisure trip found gem yelp shrimp n grits must try simply delicious staff polite insightful highly recommend place,Positive
Np_ho_C6FlcQ_hkHvSnWUg,sxCvfSBDs2Lo3dxK7uOtQA,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,"I can't say enough about my experience at Lüke last Friday! Upon arriving, my boyfriend and I spoke to the hostesses and a woman who turned out to be the manager while waiting for a table. During our conversation it came up that we were celebrating our anniversary. A few minutes after sitting down, our waitress promptly brought over two glasses of champagne and congratulated us! We already felt at home!
Beyond the amazing service we received, the food was to die for. We had the most scrumptious and unique brussels sprouts, as well as the stuffed P and J oysters for appetizers. Even my boyfriend who is a self proclaimed Brussels-sprout hater, I couldn't stop raving about the vegetables. 
Sitting in the back with a view of the kitchen, gave us a pretty good idea of what we wanted to order as entrées after our hors d'oeuvres. We both ended up ordering red meat options (which is usually a faux pas at restaurants known for their seafood) and loved every bite!!
Our meal ended with not one but two desserts, because we kept seeing the waiters bring out tastier and tastier treats to other customers. They all look so good it was too hard to decide.
All in all, a great experience and we will definitely return!!",2015-10-19 23:05:21,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',cant say enough experience lke last friday upon arriving boyfriend spoke hostesses woman turned manager waiting table conversation came celebrating anniversary minutes sitting waitress promptly brought two glasses champagne congratulated us already felt home beyond amazing service received food die scrumptious unique brussels sprouts well stuffed p j oysters appetizers even boyfriend self proclaimed brusselssprout hater couldnt stop raving vegetables sitting back view kitchen gave us pretty good idea wanted order entres hors doeuvres ended ordering red meat options usually faux pas restaurants known seafood loved every bite meal ended one two desserts kept seeing waiters bring tastier tastier treats customers look good hard decide great experience definitely return,Positive
hSngVRKddpAddgXcusPpdg,FtGy7Uld8A7TOlpbnpH5-A,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,0,0,"Awesome all around. Great menu, well prepared food, good service. Try the baked oysters, crab bisque, and shrimp and grits.",2014-01-21 03:03:55,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',awesome around great menu well prepared food good service try baked oysters crab bisque shrimp grits,Positive
sYAeOvdYrJ-z727YUtUphg,QXimk2cC9YnC7Ee5XIKozg,GBTPC53ZrG1ZBY3DT8Mbcw,2,0,0,0,Waited over 20 minutes for our table even tough we had reservations.  Food wasn't all that.,2012-03-08 00:26:47,Luke,New Orleans,LA,4.0,4554,German,True,,True,u'free',waited minutes table even tough reservations food wasnt,Negative
