business_id,name,city,state,stars,review_count,main_category,delivery,outdoor_seating,reservations,wifi,latitude,longitude
i6kNeNRrER8ocnpkBJ3wBA,Drexel Hill Pizza & Grill,Drexel Hill,PA,3.0,54,Pizza,True,False,False,u'free',39.9505756,-75.3120184
YdwLZnSDkX0Sk6iXL357kQ,Big Horn Grill,Verdi,NV,4.0,8,Burgers,,,,,39.5134958106,-119.9682300023
EAJOR4zG6_ixBPYgWhp6Jg,Cafe Jasper,Tucson,AZ,3.0,19,American (New),False,True,False,,32.3224767,-110.9290914
5QCLmv-JrdY0ZGc_D5__iw,Wheel Cafe,Dunedin,FL,4.5,68,Coffee & Tea,False,False,False,u'free',28.019385,-82.7742533
G9JqaURDTC_pSzji0bytwA,Port St Peter,New Orleans,LA,3.5,83,Breakfast & Brunch,False,False,False,u'no',29.958496,-90.0652404
xPSetcLWfl_3JoENfGf89w,Sauce On The Side,Ballwin,MO,4.0,37,Italian,True,,False,u'free',38.5667652088,-90.4985027735
xqEX7nzaESYmwyS5f_UI9g,Miami's Best Cuban By Los Maruchos,Seminole,FL,4.5,42,Sandwiches,False,True,False,u'free',27.8377084637,-82.7872937707
eJFw8xWcqyAno0SclR4uzg,Madison's Grill,Edmonton,AB,4.0,51,American (New),False,True,True,,53.5407845,-113.4922256
ziFtaIQdzQfFL79iLTq_zQ,Zac's Hamburgers,Folsom,PA,4.0,48,Burgers,True,True,False,u'no',39.89378,-75.3197179
kHOXo-IZSpixpctmHsGlyA,The Beach Grill at Padaro,Carpinteria,CA,4.0,16,American (Traditional),True,True,False,,34.4068624,-119.5485504
7p4iMnA_hE1Gpz6Yoc7TOQ,Meal Prep Reno,Reno,NV,4.5,23,Food Delivery Services,True,,,,39.518212,-119.73758
uE3yzH2l1A_FYciu95EptA,Koi Sushi & Thai,Franklin,TN,4.0,157,Asian Fusion,True,None,False,'free',35.8994368,-86.8755453
2fTfpN5SggLgW4LlzptMPg,Tzin Wine & Tapas,Edmonton,AB,4.5,116,Beer,False,True,True,u'free',53.5410214625,-113.4992408752
KeigREOxJtmzmYRg__6FPg,Curry Corner,New Orleans,LA,2.5,8,Thai,False,True,False,,29.9475543,-90.1297535
aYJjJMN8heS2PmkvsQzaZg,Treme Coffeehouse,New Orleans,LA,4.5,137,Bagels,False,True,False,u'free',29.9654586,-90.0695669
yS0TsUzKBQlHQCZZeBrxww,Tortas El Guero,Indianapolis,IN,4.5,176,Mexican,True,True,False,u'no',39.8244846,-86.2709327
7L2E_JyL7L2vgVAxArcUYg,Penn Station East Coast Subs,Fenton,MO,4.0,12,Sandwiches,True,False,False,,38.5113828241,-90.4436020476
QkyEr9j7il9lJqseTbPe5w,Spasso Italian Grill,Media,PA,3.5,192,Fast Food,True,True,True,u'no',39.9182380676,-75.3896167572
WcUS0B2iFLPAsdUZMwKkWw,Surf and Turf Cafe,Tampa,FL,3.0,5,Seafood,True,,,,27.9456571,-82.4567437
LqaIFNWnwmy3PInuBDpAxg,Amigos Mexican Restaurant,Boise,ID,4.0,96,Mexican,False,False,False,u'free',43.632317,-116.2248715
_v_iFg_1a7nBBJVy8O02HQ,Shogun,Creve Coeur,MO,3.0,24,Japanese,True,False,True,u'free',38.6758808,-90.4633168
Nemb9iLSuFgHsU6Rv8Y1Tg,A&W,St Albert,AB,3.0,8,Burgers,False,,False,,53.6224138,-113.6075804
XGV6orMei8NRfmbpsRC3Rg,CraftyCrab,Indianapolis,IN,4.0,28,Seafood,True,True,True,,39.9149138,-86.2259734
A_-Vv5oKZNqxsV69_7E2KQ,8th & Union Kitchen,Wilmington,DE,3.5,177,Vietnamese,True,True,True,'free',39.7524434,-75.5711769
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,Philadelphia,PA,3.5,148,Food Delivery Services,True,False,True,u'free',39.9551144,-75.202451
8SqvtaRu9likNDAfAU-HBQ,Panda Express,Nashville,TN,3.0,15,Fast Food,True,False,False,u'no',36.2027284902,-86.6944885254
CE9wc-UtRIwiyo5i4QO1Og,CACi Wood-Fired Sicilian Grill,Eagle,ID,4.0,156,Sicilian,False,True,True,u'free',43.687375,-116.334128
7CBsFEzEny_Ro833RS6Acg,Farmer's Market Deli & Grill,Nashville,TN,3.5,9,Delis,None,True,False,u'free',36.169445,-86.78794
CcqPX9PV6vHS7E9rYlgKoA,Racanelli's New York Pizzeria,University City,MO,3.5,45,Pizza,True,False,False,,38.6555026,-90.3025432
AaWmckcT3O1iQSAIUmzwUA,Basimo Beach Cafe,Clearwater,FL,4.0,339,Breakfast & Brunch,True,True,True,u'free',27.9519956663,-82.829717
xtV9pSVUv8sgqAO7Oxoacw,Eh! Formaggio,Indianapolis,IN,4.5,6,Pizza,True,False,False,,39.8516197,-86.2631756
vQ3bOb_sq0peWxJx3VoCDw,Jimmy B's Eatery & Pub,Indianapolis,IN,4.0,42,Pubs,False,False,False,'free',39.9411009,-86.1463788
Vf1je11xO_8RtFeBUiV2tg,Golden China Restaurant,Tucson,AZ,3.5,13,Chinese,True,False,True,u'no',32.1907202,-110.8436457
Up2hJViJJf61k9V3jFbvzg,Cafe Arnold Neighborhood Grill,Arnold,MO,2.5,9,Sports Bars,False,True,True,u'free',38.4060687852,-90.3770434828
ryHhnOItSVPJB81Ty0Xb2g,Stonefire Tavern,Largo,FL,4.0,59,Cocktail Bars,False,False,True,u'free',27.8800115344,-82.786168
-rTJCKclkU_ZnoQb4oKa9w,Fray's Donut House,Saint Petersburg,FL,4.5,60,Breakfast & Brunch,False,None,False,u'free',27.820184,-82.655327
SdZvOwgALlSBt8A0DvVkuQ,Reno Tap Room,Reno,NV,4.0,45,Pubs,True,True,False,u'free',39.469099,-119.786907
jwtz8TmuD6VyfiB7fxOU2w,Eats,Mount Juliet,TN,3.5,8,American (New),,,,,36.2198738,-86.5726223
5TVWytR2oNbSKYgfxypuBw,La Patisserie Chouquette,Saint Louis,MO,4.0,229,Cafes,False,True,False,u'free',38.6197152,-90.2556467
nBr6NgqcZz1GhtAngU0RSQ,Forin Cafe,Philadelphia,PA,4.5,10,Shopping,False,True,,u'free',39.9813471541,-75.1322471288
_1jlbXWMxN50PQlaRpev7A,Reytas Filipino Cuisine,Cherry Hill,NJ,4.5,79,Filipino,True,None,True,u'free',39.8801882243,-75.0052480303
UFpCraqzFBAhtZqmxmiWsA,Cat Therapy,Santa Barbara,CA,4.5,116,Themed Cafes,,False,,u'free',34.4233018995,-119.7054707479
jcmqREAt1nOg3ABv4ZeD3w,Julian Restaurant,Tampa,FL,4.5,27,Cocktail Bars,True,,,,27.96264,-82.5694048
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,Philadelphia,PA,2.5,172,Cheesesteaks,False,False,False,'no',39.8773236045,-75.2436721818
xb-qtXVZ7xFr51Se5fAZjg,Saige Café,Philadelphia,PA,3.0,14,Sandwiches,None,True,False,'free',39.9667910353,-75.1400172338
diqXZ9CBFlIHW7i9UHefhw,Burger King,Nashville,TN,1.5,9,Burgers,True,False,False,'free',36.0842766668,-86.7042401
sway6xsRT_CUC6peK_Pyww,Bobby Hotel,Nashville,TN,3.5,178,Hotels,,True,True,u'free',36.1647114553,-86.7793040316
IazLGcO9aggJnMMa_5UO1Q,Kimberton Whole Foods - Collegeville,Collegeville,PA,5.0,6,Juice Bars & Smoothies,False,,False,,40.1826806624,-75.4521030608
l8uzbLGk9CLjElcWGyBZ0Q,Transcend Coffee - Ritchie Market,Edmonton,AB,4.5,32,Cafes,False,True,,u'free',53.51263,-113.476381
0HgAYe8KZ_8nHyELHFwrpA,Wendy's,Lansdale,PA,2.0,13,Burgers,True,False,False,,40.2590433156,-75.325845754
NJt2qvQ9NvB7uCxYUnW-dQ,McAnderson's House of Brews,Oldsmar,FL,4.0,5,Gastropubs,,False,,,28.0354421,-82.6597432
nVI9wI9ujmrutJRMgHKSIg,Fiesta Maya Mexican Grill,Springfield,PA,4.5,130,Mexican,False,False,False,'no',39.9142377,-75.3478566
uxoQdZD3mEptaPohiLQg1w,Stone House Grille,Kimberton,PA,4.5,56,Coffee & Tea,True,True,,u'free',40.1298141,-75.5764069
fgIAN_Y-hgPq6E-MPZk8vg,Panago Pizza,Edmonton,AB,3.5,7,Chicken Wings,True,False,True,u'no',53.4263416,-113.5188169
LSdg7x7HhUdvYUevvYVHjQ,Sunoco,Philadelphia,PA,2.5,8,Delis,False,False,False,,39.983319,-75.101136
vVvtWcFResspvcMMNRbYWA,Golden Corral Buffet & Grill,Port Richey,FL,3.0,50,Buffets,True,False,False,'no',28.287119,-82.712339
Vj_72qKqpL10ECZfbHDyBw,Firehouse Subs,Indianapolis,IN,3.0,16,Delis,True,True,False,u'no',39.90473,-86.06554
_49FsmTfruZSTjxU4OwOsg,Taziki's Mediterranean Cafe - West End,Nashville,TN,3.5,120,Greek,True,True,False,'free',36.1436547,-86.8135218
xgPbILU4BRWZqedqyRotPg,Chili's Texas Grill,Edmonton,AB,3.5,26,Sports Bars,False,True,True,u'no',53.4672291,-113.495033
94comc1YjKMNU-WSH-Fznw,Yakuza,Chesterfield,MO,3.0,32,Japanese,False,False,True,u'free',38.6805692301,-90.497781965
24Rr4ALt3fDNROR5LEgp0g,Imo's Pizza,Godfrey,IL,2.5,22,Pizza,True,True,False,,38.9226213,-90.1925518
5l67axuAa5EmEV3lLuSa1Q,Smashburger,New Orleans,LA,3.0,167,Burgers,False,True,False,'no',29.9233129,-90.0877986
E9-k8aOCS2sSh9RYxvWU_A,Steppy's Sports Bar & Grill,East Norriton,PA,3.0,69,Bowling,True,True,False,'free',40.1455977,-75.3182664
HJNRlG5nM4Bxy97PmNNaTQ,Aman's Indian Bistro,Harleysville,PA,4.5,38,Indian,False,False,True,'no',40.2867500339,-75.3982785895
AuTmUY381to83xPwovoERg,Wingstop,Madison,TN,2.5,31,Chicken Wings,True,False,False,u'no',36.2649788207,-86.712538285
jlkDIOPoRP9SJXTkRVpkMQ,BFF Cafe,Reno,NV,4.0,92,Greek,True,True,False,u'free',39.5001633,-119.8576794
yzRC9gyhblU3a5hDct2S2Q,Hykel's Submarine Sandwich-Bar,Ardmore,PA,4.0,34,Sandwiches,False,True,False,u'free',40.000783,-75.2964267
KidSvYABnawyuS_3lIYQzQ,Mercy’s Bakery,Lansdale,PA,4.0,5,Mexican,True,,,,40.2358073358,-75.289159186
IS0B5nLJPluVT8NwGgospA,Cheddar's Scratch Kitchen,Fairview Heights,IL,2.5,187,Comfort Food,False,False,False,u'free',38.5965175492,-89.9841942417
5N5K-B0pA3as6dvl_ha5BQ,Famous Sam's Restaurant & Bar,Tucson,AZ,2.0,25,Burgers,False,False,True,u'free',32.2441089,-110.9083781
dERS4qwl9v-Gwft-Ug8APA,West Ave Grille Jenkintown Restaurant and Food Truck ,Jenkintown,PA,4.0,277,Sandwiches,True,True,False,u'free',40.0957738,-75.1265509
jWcVzCpSayMyIPMniHpQjg,Amore Mio,Tampa,FL,4.0,29,Pizza,True,False,,'paid',28.0098837,-82.4840114
Xjal8g4PsYinAfeQ8RWf4Q,Wasabi2,West Chester,PA,4.5,78,Chinese,True,True,True,u'free',39.9037528,-75.5625925
YnfJv2xUF1GUNORfHAFRFg,Aiello's Pizzeria,Granite City,IL,4.0,12,Pizza,False,True,False,'no',38.7015013,-90.1494921
-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,Dublin,PA,4.0,96,Pizza,True,False,False,u'no',40.3753297,-75.208113
UVpki6wyHLR0mujHcneTfg,My Brother’s Bar,Harahan,LA,4.0,6,American (New),False,True,,u'free',29.9369806759,-90.1980554486
v8IbZ6wcvdyGqWpbDKDvfA,YO! Sushi,Tampa,FL,4.0,121,Sushi Bars,True,False,False,'free',27.964536,-82.520756
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,Philadelphia,PA,4.5,458,Cafes,True,True,False,u'no',39.9486639126,-75.2158315415
YUlWhx8rq_Pc5yVKrp2awQ,China One,Indianapolis,IN,4.0,23,Chinese,True,False,False,'no',39.7139411077,-86.2348012608
X64JH5kXOjWsBCsGxmFSIw,Cinco de Mayo,Old Hickory,TN,3.5,35,Mexican,None,True,False,'no',36.2197054,-86.5722192
RBI0TYx_VmVa_GhW1LZpuA,Dimaggio's Restaurant,Sherwood Park,AB,2.5,12,Pizza,,False,True,'no',53.5418157,-113.3189567
Hqz96v1ymucUKNzIWfEKXw,Subway,Santa Barbara,CA,3.0,5,Delis,False,True,False,,34.430822,-119.714156
NKplFLr1UebQxMLQAxALPQ,Tandoor & Tikka,Indianapolis,IN,3.5,78,Pizza,True,False,False,u'free',39.905788,-86.077582
0t14RIHl4wODz7LRiRRQ0Q,Salty Lime Cantina,Palm Harbor,FL,4.5,103,Tex-Mex,False,True,,,28.0783137,-82.7666322
5fvs7pOE6amG17SiPovxjw,Paradise Pizza Cafe,Tampa,FL,2.5,7,Mediterranean,True,,,,28.0330086,-82.4077832
jLaPtjlLfRSaoBWIcHcSQg,The Mad Crab,University City,MO,3.5,156,Seafood,True,None,False,u'free',38.6727336,-90.345018
dE_MaaYrXBAEebtH2u_B-w,Wilson's Market,Philadelphia,PA,3.5,13,Specialty Food,False,False,False,u'no',40.0390528,-75.1438169
Z5LGSHEYjCUtKwjKotCNqA,Chinese Delight,Wayne,PA,3.0,52,Chinese,True,False,False,,40.0477909,-75.409318
VZfc50XVwgdCecH4YbGNFg,EATS! American Grill,Tampa,FL,4.0,323,American (New),True,True,False,'free',27.902583,-82.505631
68ThEdiK0eWCEgGEmV9Tng,Southgate,Philadelphia,PA,4.0,323,Breakfast & Brunch,True,True,True,u'no',39.9455687,-75.1717901
btycQr2eJqbNbArJdUxMmQ,New Golden Buffet,Phoenixville,PA,2.5,30,Chinese,True,False,True,u'free',40.133113,-75.5342207
0_gh-ZRllduRLrjaYy0Icg,Wawa,Narberth,PA,3.0,13,Gas Stations,True,None,False,u'free',40.0122256739,-75.2619556997
jkkzfaJf-MTG4nmJcX1zzw,Bevan's Cold Cuts,West Chester,PA,4.0,15,Delis,False,False,False,u'no',39.9649478,-75.59756
LEjVZUi2th79XWpW-gHmYA,Venzo's Pizza,Tucson,AZ,4.0,7,Pizza,True,False,False,,32.2213983,-110.8953154
VOEN8f9WEysinBsLqbiVqg,Andrea's Restaurant,Metairie,LA,2.5,218,Venues & Event Spaces,True,True,True,u'free',30.0073382,-90.1538509
JWFpjvCc_nkNDVtMPx1ZGg,Bogo SB,Santa Barbara,CA,4.5,12,Food Delivery Services,True,,,u'free',34.4230427,-119.7032863
gzln_L7ch8z-Ob6autmumw,Trip's Diner,Seminole,FL,4.0,223,Salad,False,True,False,'free',27.8399412788,-82.7854389294
USyJiGIvZ8fHjRVaVTu1Zw,Tony Jr's,Philadelphia,PA,3.0,71,Sandwiches,True,False,False,,39.951157,-75.170714
3Pjvw7oOjjfH_YuH2vMD5w,Zorba,Temple Terr,FL,3.5,7,Mediterranean,,,,,28.0489954,-82.3928704
c7DQU8rHH_GjLdeIvanQmg,Coco's Cocina Tex Mex  Restaurant,Pitman,NJ,3.5,59,Tex-Mex,True,False,True,u'free',39.732375,-75.130925
J7Oo9rhwX7O3ak54pu_Mhg,Captain D's,Nashville,TN,3.5,14,Fish & Chips,True,False,False,u'no',36.16937,-86.67255
YKdlu7svUINmXIoVsDJiFA,Epicurean Restaurant & Bar,Phoenixville,PA,3.0,19,American (Traditional),False,False,True,,40.1298035688,-75.5433654785
N5QQdPac1cXwOHr-ePr90g,5th St. Bakehouse,Reno,NV,4.0,181,Bakeries,False,True,True,u'free',39.5289273,-119.8280683
wDE1AfRVCKUL11hKehQEfQ,Cafe with Soul,Doylestown,PA,3.5,26,Breakfast & Brunch,True,False,False,u'free',40.3320849,-75.1305488
kB_937pEPUD5iwVY12SCbg,Shanghai 360,Edmonton,AB,2.5,6,Fast Food,False,,,,53.543873791,-113.4928506434
h2nBTqJVHAyltyeq7sZZ-w,Blueplate,Mullica Hill,NJ,4.0,232,American (New),True,True,False,u'no',39.7322517,-75.2240679
cEG1r9aRMJwmRQVkh7eiJg,Falls Deli,Philadelphia,PA,4.5,31,Bagels,True,True,False,u'free',40.0128847,-75.1901845
8s1uT8dyBEUwTNeHoZntMg,El Rey,Nashville,TN,3.0,89,Mexican,False,True,False,'no',36.1629191,-86.7761598
idRTl_xdqB12GWXIsisW-g,New Hong Kong Chinese Restaurant,Seminole,FL,2.5,18,Chinese,True,False,False,,27.87184,-82.760131
LC-qVqvkMRmK_ed-SImCXQ,Salvatore's Trattoria & Pizzeria,King of Prussia,PA,3.5,38,Pizza,True,,False,,40.0972098875,-75.3668700904
9dm_v79s9-pefMahqp1SkA,Loco Mexican Restaurant & Cantina,Indianapolis,IN,4.0,178,Mexican,True,True,False,,39.7974826702,-86.1530939541
DMmdMkh7sIhUHgVawGxY6g,Farm Boy Fresh,Malvern,PA,4.0,11,Barbeque,,,,,40.0442832,-75.5241836
nFjk0xVI9fNiVN__5g-m8Q,Ichicoro Ane,Saint Petersburg,FL,4.0,264,Ramen,True,False,True,u'free',27.7701014,-82.6364594
QEF6usO04AtvrazPhLX_sw,Chinese Express,Ferguson,MO,4.0,15,Chinese,True,False,False,'no',38.7353075,-90.301102
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,Philadelphia,PA,4.5,49,Italian,True,False,True,u'free',39.940221217,-75.1557966694
VqacCoDaQylgZcyRiyvvRg,Quesa-D-Ya's,Saint Louis,MO,3.5,7,Tex-Mex,,,,,38.485721,-90.3581591
opiv3hcNNsRDiLXsUbNw-A,Old Country Buffet,Springfield,PA,3.0,5,Buffets,,,,,39.914661,-75.333685
niEm9LkcLOrvsDzjXD6WpQ,New Orleans Hamburger & Seafood Co.,Harvey,LA,3.5,113,Fish & Chips,True,True,False,u'free',29.8768457,-90.0482728
aurl4I40YVQfQ8loOdgKCg,Crown Fried Chicken,Philadelphia,PA,3.5,11,Chicken Wings,True,False,False,,39.971145,-75.15902
V4THIJk9uhoxL7f06fK5VA,Roundabout Catering,Sparks,NV,5.0,38,Caterers,,,,,39.528286,-119.734864
ifofBiQeb6DI0-u0KEQybg,HAPPYJAXX,New Orleans,LA,4.0,24,Salad,False,,False,,29.945239,-90.069555
mGpLYGly9TmJsWiELfHXYg,Raz'z Restaurant,Smyrna,TN,3.5,44,Cajun/Creole,False,True,True,u'free',35.986072,-86.549655
_cndcbuaqSRW5f-MeZasNw,Toyama Japanese Steak House,Nashville,TN,3.0,142,Steakhouses,False,False,True,u'no',36.040788,-86.7402801
iapJoe3OzxeZqOGUJxnG3w,Fresh Healthy Cafe,Sherwood Park,AB,3.5,8,Cafes,False,True,False,,53.5568884242,-113.2741134955
WMI3BjDby0U-IF6NnN0SXA,Cherry Hill Pizza,Cherry Hill,NJ,3.0,27,Pizza,True,False,False,'no',39.9100678,-74.9958273
0oogOBGXNj39Wnl2SKoe0w,Breakfast Club,Port Richey,FL,4.5,80,Breakfast & Brunch,True,False,True,'free',28.3052669,-82.7011217
u-QBVccU0cRK1pehKL4n0g,Odessa Family Restaurant,Odessa,FL,2.5,17,American (New),False,False,False,u'no',28.0920633,-82.5785573
902y4z16-TKyS9UcThCGYA,MRCKA's Dojo Pizza,Saint Louis,MO,4.0,10,Italian,True,False,True,u'no',38.584834,-90.266358
a8eIw8vCk-kIe__G6NUfaA,China Wok,Tampa,FL,3.5,17,Chinese,True,False,False,u'no',28.0571712,-82.6237785
iq0qAJ2Oc3myUTTMLseTXA,Lorenzo & Sons Pizza,West Chester,PA,3.5,71,Pizza,True,False,False,u'no',39.9604595,-75.6049474
tXf6TpqHOLiwyMNbYAOOCQ,The Little Lamb,Clearwater,FL,4.5,307,Pubs,False,True,True,u'free',28.0114224507,-82.7109746614
WQ832PDnsDshhbQFm83ISg,Villagio Cinemas,Tampa,FL,3.0,285,Cinema,True,False,True,u'free',28.055282,-82.506247
aJpDjaMVhWZRLdwZtqQjEg,T.H.I.S. Place,Edmonton,AB,4.5,24,Ice Cream & Frozen Yogurt,False,True,True,u'free',53.5460723,-113.5012494
5PDNXMquh1C9E089G1RY2g,Ob's Pizza Pub & Eatery,Indianapolis,IN,3.5,10,Pubs,False,True,False,,39.797385,-85.9921824
x483GUYbdSgjaX9Xi3nOUA,Mirna's,Jenkintown,PA,3.5,26,Mediterranean,True,False,True,'no',40.0964196,-75.1260276
UJE-f8gVEB2za5QPZd_wVw,Pizza Hut,Kenner,LA,2.0,16,Italian,True,False,False,u'no',30.0226540534,-90.2691832749
3GGGwkQ8A0ICQTfwTKPiQw,Captain D's,Springfield,TN,2.0,10,Fast Food,True,,False,u'no',36.4922337558,-86.875317026
Y3ZCO17N1_T_Ms1JmswwzA,Taqueria Pico De Gallo,Tucson,AZ,4.0,397,Mexican,True,True,False,u'no',32.1920174772,-110.968540052
AjEg3RzLzQwv4xPPzTc6wQ,Burger King,Metairie,LA,1.5,23,Hot Dogs,True,False,False,u'no',30.0010945472,-90.1325079767
PaOJy2n3oRBpIigV6TMxlg,Old Country Buffet,Fairless Hills,PA,2.5,27,American (Traditional),False,False,False,u'no',40.1880129,-74.8662818
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,Philadelphia,PA,4.0,81,Caribbean,True,False,False,u'no',39.9512903,-75.1992768
TTsBa6e2qgIEkiFQfYLmYA,Twistee Treat - New Tampa,Tampa,FL,3.5,70,Juice Bars & Smoothies,False,True,False,'no',28.1440679511,-82.3539949058
Cr-uaPrfvG7tvqzLGAGErA,Kyoto Japanese Cuisine,Edmonton,AB,3.5,58,Japanese,False,False,True,u'no',53.5231333193,-113.5113531433
zxpJ4Frr8Zoru-YaNzOxzw,China Spring,Nashville,TN,3.5,33,Chinese,True,False,False,u'no',36.0441354,-86.9579331
j5U5O3scMvPe67jzJcWFug,Zaxby's Chicken Fingers & Buffalo Wings,Tampa,FL,3.0,37,Chicken Shop,True,False,False,'free',28.0146920537,-82.6140054742
gv9IWG3dejsacl6xPG-yyg,Little Caesars,Franklin,TN,2.0,14,American (New),False,True,False,u'no',35.9331871,-86.8246085
bk3u2UQoo516mPz9e1_vqw,CAVA,Newtown Square,PA,5.0,5,Mediterranean,,,,,39.9870475,-75.4059742
RCguFZat10TcbDMeeeM3IQ,El Pollo Loco,Reno,NV,3.0,73,Chicken Wings,True,False,False,u'no',39.4555489488,-119.7781964498
IZv79jZv6el1sBHrG7426g,J Gilbert's Wood-Fired Steaks & Seafood St Louis,Des Peres,MO,4.0,268,Steakhouses,True,True,True,u'free',38.6017712,-90.4475467
zzHtFjfM7NvuVM1HTsCLGA,Nom Nom Japanese Kitchen,Paoli,PA,4.5,35,Sushi Bars,None,,,,40.0420645,-75.4858339
Pb5agnsD9EdCl6yuZp2jJA,O Sole Mio,Philadelphia,PA,4.5,85,Seafood,True,True,True,u'no',39.9378287,-75.1482632
3raJa_XvtP3biGDw1gFJ5Q,Suzie Q's Diner,Seminole,FL,4.0,26,Breakfast & Brunch,True,False,False,u'no',27.8555338,-82.7877341
WMgB7_odx8hk3BFQAIZ5hQ,Thai Phooket Smyrna,Smyrna,TN,4.0,76,Laotian,True,False,False,u'free',35.9317024,-86.5338211
HJe8eEH5qXRjQMAh1VfV_w,Kobe Japanese Steakhouse,St. Petersburg,FL,4.5,91,Japanese,True,,True,,27.7969526,-82.7278308
XsjesLpDVSToQIxSeON70A,Pizza Hut,Reno,NV,2.0,48,Chicken Wings,True,False,False,'no',39.6132777,-119.8478089
_uQEKHH0R5fxrYkLrUI9pQ,Gu Wei Noodles & Grill,Tampa,FL,4.5,40,Szechuan,True,False,,u'free',28.1316091,-82.3691327
lhsQkb5nhf-Kd5OvgB9MNg,Sachiko Sushi,Tucson,AZ,3.5,191,Japanese,True,False,True,u'free',32.1336786,-110.9234427
G0jHNZzhiHWCYZmZWCg-6w,Downtown Diner,Granite City,IL,4.0,8,Diners,,,,,38.7013636,-90.1472908
ilVGsC87BfopszGWw2qdXg,Spice Kitchen,Trooper,PA,3.0,49,Indian,True,False,True,u'no',40.1462266587,-75.3931311565
plobBsTtVUODb353xxFT_g,Sushi Rose,Reno,NV,3.5,634,Sushi Bars,None,None,True,u'free',39.5347847599,-119.8694408537
LTTRaIO-p4zjvXtw9zm1Wg,Mi Caribe,Saint Louis,MO,4.0,96,Cuban,False,True,True,u'free',38.638548,-90.2366249
ARgidflSXPHj7uhK-Y7hwA,Kampai Sushi Bar,St Louis,MO,4.0,328,Japanese,True,None,True,u'no',38.642407,-90.2632879
rD5cJ74ZX4UiBo1geRljPw,Spot House Restaurant and Bar,Florissant,MO,4.5,53,Sandwiches,False,False,True,u'free',38.8143567036,-90.3451039549
368cyArdo0P0aDUOhhE4PA,PANA Donuts Coffee & Boba Tea,Indianapolis,IN,4.5,163,Sandwiches,True,,,u'free',39.6933973,-86.0761149
-sSGKR1V1oBm7BJicIXozg,Barra Rossa Ristorante & Wine Bar - Downington,Downingtown,PA,3.0,100,Gluten-Free,False,True,True,u'no',40.0060495,-75.7049884
Y_XyeCu8AkZyhcF0q5n8Dg,Pitas Republic,Riverview,FL,5.0,5,Diners,True,,False,,27.7931488,-82.3354053
d7qakwHU-hsjUgf2VypdHA,Bhann Thai,Earth City,MO,3.0,47,Chinese,True,False,False,'no',38.761428,-90.454992
gi90NMmRhzl8vzM83UNOVA,Subway,Tampa,FL,3.0,14,Sandwiches,True,False,False,'free',28.15011,-82.3539970377
TO1twT7_FLMbNeDm3KNNRw,F & M Delicatessen,Mount Laurel,NJ,3.5,67,Caterers,True,False,True,u'no',39.930791,-74.9770416
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,Philadelphia,PA,4.0,219,Sushi Bars,False,True,True,u'free',39.929738,-75.1633963
qZIiURCjON7QcTzNtG9JpQ,Subway,Nashville,TN,1.5,8,Fast Food,False,False,False,u'no',36.1316071,-86.8581153
1w1H1kYUN60zpfdP-0qmGQ,Machismo Burrito Bar,Philadelphia,PA,3.0,30,Mexican,True,False,False,'no',40.0626011,-75.2372078
FQtnx_NwEZBPPMlOeVjXzw,Lennys Subs,Franklin,TN,3.5,6,Delis,True,False,False,,35.9541435,-86.8193952
lYxKXvDZGX9a3RwGuu0tPA,NY Bagel Cafe & Deli,Springfield,PA,3.0,6,Coffee & Tea,True,False,False,u'free',39.9245288,-75.3392149
1X0ZCiRUWkVsdINtZmRSiw,Auntie Anne's,Indianapolis,IN,3.0,7,Desserts,True,,,,39.908954,-86.065503
PJeoajci4MBVuyAOQet57g,Dover Kam Kitchen,Edmonton,AB,3.0,9,Chinese,True,,,,53.5850722,-113.5290706
-97632CUoOkJ8x4AlkPJxQ,Abner's Pizza & Grill,Woodlyn,PA,1.5,5,American (Traditional),,,False,,39.8751524,-75.3436091
I1h0GRYp86eX-XqwVXsSGA,Zeko's Mediterranean Grill,Tampa,FL,4.5,345,Falafel,True,None,False,'free',28.0322261,-82.4189253
WaRZsQEcEHwRk0T2dJ-cuA,La Casita,New Orleans,LA,4.0,202,Mexican,True,True,True,u'free',29.9458122,-90.0712732
0zH0l4Jbf-oove3cLvrFOg,Vecchia Osteria,Newtown,PA,4.0,359,American (New),True,True,True,u'free',40.2280271,-74.9401945
7UxNDF6ZpabC3O0-Qbg3Xw,Yama Japanese Restaurant,Lumberton,NJ,3.0,52,Sushi Bars,False,False,True,u'no',39.981839,-74.7987789
fJNSx1WOo77TmP7Bl26w_g,Washington Crossing Inn,Washington Crossing,PA,4.0,144,American (New),True,True,True,u'no',40.293684,-74.871315
OScd9IP5nI7Cv9HDkrXDDA,Abbruzzi & Giunta's Italian Market,Mount Laurel,NJ,4.5,44,Bakeries,True,False,False,'no',39.9702646,-74.8841016
JOvNunKJlWhwJRwLmUR9ZA,Tryst Gastro Lounge,St Petersburg,FL,3.5,295,Beer,True,True,True,'free',27.7745220251,-82.6327141048
